Date,AAPL,AMGN,AXP,BA,CAT,CRM,CSCO,CVX,DIS,DOW,GS,HD,HON,IBM,INTC,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,PG,TRV,UNH,V,VZ,WBA,WMT
2023-04-13,165.55999755859375,251.44000244140625,162.3000030517578,213.58999633789062,220.47325134277344,194.02000427246094,50.79999923706055,172.08999633789062,100.83999633789062,56.91999816894531,332.1300048828125,292.1499938964844,195.89999389648438,127.9000015258789,32.130001068115234,166.11000061035156,128.99000549316406,63.150001525878906,289.07000732421875,106.1500015258789,115.58000183105469,289.8399963378906,126.43000030517578,150.82571411132812,173.1999969482422,526.22998046875,232.69000244140625,39.31999969482422,35.779998779296875,149.49000549316406
2023-04-14,165.2100067138672,250.0,163.22000122070312,201.7100067138672,222.47238159179688,194.64999389648438,50.540000915527344,172.44000244140625,99.9000015258789,56.5,336.9200134277344,292.19000244140625,196.5500030517578,128.13999938964844,31.889999389648438,165.83999633789062,138.72999572753906,63.04999923706055,288.9800109863281,105.7699966430664,115.30999755859375,286.1400146484375,125.94999694824219,150.0605010986328,168.3699951171875,511.7900085449219,234.02000427246094,39.220001220703125,35.31999969482422,148.47999572753906
2023-04-17,165.22999572753906,248.07000732421875,163.7100067138672,205.02999877929688,224.0239715576172,197.0800018310547,50.279998779296875,170.9199981689453,100.30000305175781,56.900001525878906,339.67999267578125,295.3999938964844,197.86000061035156,127.81999969482422,32.13999938964844,165.6699981689453,139.8300018310547,63.459999084472656,289.30999755859375,106.77999877929688,115.01000213623047,288.79998779296875,126.19000244140625,150.1101837158203,171.27999877929688,505.3500061035156,233.47999572753906,39.459999084472656,35.939998626708984,149.52000427246094
2023-04-18,166.47000122070312,246.08999633789062,164.39999389648438,208.3699951171875,223.98419189453125,198.5,50.310001373291016,170.52000427246094,100.93000030517578,56.779998779296875,333.9100036621094,298.95001220703125,196.92999267578125,127.77999877929688,31.829999923706055,161.00999450683594,141.39999389648438,63.560001373291016,290.9100036621094,106.2699966430664,114.83000183105469,288.3699951171875,126.20999908447266,150.26919555664062,172.0,504.4800109863281,233.60000610351562,38.939998626708984,35.58000183105469,149.85000610351562
2023-04-19,167.6300048828125,246.2100067138672,164.9499969482422,208.7100067138672,223.43714904785156,198.9199981689453,48.040000915527344,170.67999267578125,98.75,56.439998626708984,336.8900146484375,296.9100036621094,197.80999755859375,126.31999969482422,31.149999618530273,162.52999877929688,141.22000122070312,63.68000030517578,291.2699890136719,106.08000183105469,114.12999725341797,288.45001220703125,125.66999816894531,150.29901123046875,182.57000732421875,486.20001220703125,232.57000732421875,38.599998474121094,34.83000183105469,150.00999450683594
2023-04-20,166.64999389648438,243.4600067138672,163.27999877929688,207.22999572753906,221.07000732421875,197.50999450683594,46.58000183105469,169.85000610351562,98.06999969482422,55.70000076293945,338.7099914550781,298.57000732421875,196.75,126.36000061035156,30.860000610351562,163.5800018310547,140.80999755859375,63.959999084472656,291.0,104.7300033569336,114.16999816894531,286.1099853515625,124.44999694824219,150.85000610351562,179.25999450683594,487.4599914550781,234.60000610351562,37.189998626708984,35.369998931884766,150.97000122070312
2023-04-21,165.02000427246094,243.86000061035156,163.77999877929688,205.14999389648438,220.27000427246094,199.02999877929688,47.029998779296875,169.1199951171875,99.56999969482422,54.869998931884766,341.6600036621094,300.0400085449219,196.0800018310547,125.7300033569336,30.299999237060547,162.69000244140625,140.5399932861328,64.05000305175781,292.05999755859375,104.4800033569336,115.37000274658203,285.760009765625,125.52999877929688,156.07000732421875,179.5,483.82000732421875,234.0500030517578,37.31999969482422,35.27000045776367,151.72999572753906
2023-04-24,165.3300018310547,244.4499969482422,160.58999633789062,205.77000427246094,223.42999267578125,194.9199981689453,47.38999938964844,171.47999572753906,99.68000030517578,55.38999938964844,343.9599914550781,301.6400146484375,196.77999877929688,125.4000015258789,29.65999984741211,163.67999267578125,140.72999572753906,63.95000076293945,293.20001220703125,105.05999755859375,115.94000244140625,281.7699890136719,127.08999633789062,156.35000610351562,179.1300048828125,488.94000244140625,232.75999450683594,37.099998474121094,35.5,152.75999450683594
2023-04-25,163.77000427246094,244.8699951171875,156.1199951171875,202.19000244140625,218.6300048828125,190.6699981689453,47.09000015258789,168.99000549316406,98.01000213623047,52.5,339.4800109863281,296.3299865722656,195.9600067138672,125.88999938964844,28.8799991607666,165.17999267578125,137.6699981689453,63.849998474121094,291.510009765625,104.37000274658203,116.52999877929688,275.4200134277344,124.66000366210938,156.38999938964844,177.32000732421875,491.9200134277344,229.58999633789062,37.29999923706055,34.88999938964844,151.57000732421875
2023-04-26,163.75999450683594,238.8000030517578,155.72000122070312,203.02999877929688,216.19000244140625,191.52000427246094,46.540000915527344,165.97999572753906,96.61000061035156,52.58000183105469,336.55999755859375,288.07000732421875,190.89999389648438,125.8499984741211,29.049999237060547,162.6199951171875,135.22999572753906,63.54999923706055,289.760009765625,102.91999816894531,113.43000030517578,295.3699951171875,123.83999633789062,154.5800018310547,176.61000061035156,482.95001220703125,228.14999389648438,36.91999816894531,34.810001373291016,150.91000366210938
