Date,Close/Last,Volume,Open,High,Low
05/03/2023,$32.48,13494380,$32.76,$33.39,$32.37
05/02/2023,$33.08,14527640,$33.20,$33.41,$32.51
05/01/2023,$33.48,16892300,$34.00,$34.2796,$33.435
04/28/2023,$33.04,15510700,$32.42,$33.30,$32.41
04/27/2023,$32.72,19730070,$32.36,$32.82,$31.835
04/26/2023,$32.22,18780860,$32.90,$33.12,$32.08
04/25/2023,$32.91,34044430,$33.99,$34.08,$32.68
04/24/2023,$34.29,16836770,$33.77,$34.40,$33.56
04/21/2023,$33.55,12358740,$33.53,$33.77,$32.97
04/20/2023,$33.54,15294820,$33.28,$33.73,$32.84
04/19/2023,$34.58,11002270,$34.87,$34.88,$34.22
04/18/2023,$35.33,9444629,$35.45,$35.57,$35.07
04/17/2023,$35.14,10248860,$34.38,$35.15,$34.33
04/14/2023,$34.49,9162851,$34.75,$35.29,$34.25
04/13/2023,$34.53,16066190,$34.56,$34.69,$33.72
04/12/2023,$34.62,12027410,$35.99,$36.06,$34.525
04/11/2023,$35.41,16410480,$35.88,$35.965,$35.34
04/10/2023,$35.73,11530440,$34.35,$35.74,$34.26
04/06/2023,$34.59,10068150,$35.00,$35.09,$34.47
04/05/2023,$35.09,10949440,$35.27,$35.38,$34.40
04/04/2023,$35.74,11279950,$36.51,$36.54,$35.29
04/03/2023,$36.27,10887920,$36.38,$36.815,$35.995
03/31/2023,$36.68,10872660,$36.27,$36.72,$36.13
03/30/2023,$35.99,9300180,$36.25,$36.48,$35.865
03/29/2023,$35.70,13290050,$34.89,$35.73,$34.71
03/28/2023,$34.22,12214220,$34.46,$34.65,$34.05
03/27/2023,$34.45,11318410,$34.32,$34.54,$33.7524
03/24/2023,$33.71,11914350,$33.46,$33.78,$32.985
03/23/2023,$33.74,12585430,$34.37,$34.7603,$33.175
03/22/2023,$34.05,12929700,$35.13,$35.32,$34.03
03/21/2023,$35.10,13685140,$34.63,$35.32,$34.46
03/20/2023,$33.62,14938790,$33.45,$34.25,$33.2674
03/17/2023,$33.38,27743510,$34.28,$34.28,$33.12
03/16/2023,$34.61,23888080,$33.85,$34.92,$33.76
03/15/2023,$34.33,17992060,$34.61,$34.62,$33.63
03/14/2023,$35.60,18938240,$36.46,$36.67,$35.075
03/13/2023,$35.76,21584240,$35.62,$36.31,$34.86
03/10/2023,$36.52,14139400,$37.70,$37.775,$36.26
03/09/2023,$37.82,15604070,$39.52,$39.70,$37.76
03/08/2023,$39.76,10674830,$39.70,$40.02,$39.37
03/07/2023,$39.74,12126940,$40.22,$40.43,$39.62
03/06/2023,$40.45,9809967,$41.02,$41.19,$40.2519
03/03/2023,$41.01,13429740,$40.39,$41.35,$40.25
03/02/2023,$39.53,12914270,$38.405,$39.56,$38.12
03/01/2023,$38.72,14164840,$38.68,$39.33,$38.64
02/28/2023,$38.74,17166700,$39.21,$39.245,$38.495
02/27/2023,$39.31,17310620,$39.53,$40.01,$39.14
02/24/2023,$39.18,12929630,$38.91,$39.32,$38.46
02/23/2023,$39.25,19930730,$41.05,$41.26,$38.87
02/22/2023,$40.89,9870027,$41.23,$41.47,$40.63
02/21/2023,$41.13,12320060,$42.43,$43.08,$41.09
02/17/2023,$43.17,13034090,$43.00,$43.17,$42.19
02/16/2023,$43.10,14549570,$42.39,$43.63,$42.225
02/15/2023,$42.95,11660850,$42.14,$42.98,$42.05
02/14/2023,$42.43,13012390,$41.70,$42.73,$41.69
02/13/2023,$42.02,12854770,$40.73,$42.08,$40.7209
02/10/2023,$41.35,11447450,$41.24,$41.625,$40.96
02/09/2023,$41.63,20848920,$42.09,$42.985,$41.49
02/08/2023,$41.57,12318530,$41.08,$42.10,$40.9837
02/07/2023,$41.40,11542460,$41.26,$41.775,$40.74
02/06/2023,$41.34,14285740,$40.90,$41.61,$40.765
02/03/2023,$41.13,18566710,$40.65,$41.985,$40.31
02/02/2023,$41.50,28757040,$40.28,$42.05,$39.92
02/01/2023,$39.30,25569530,$39.45,$39.84,$38.56
01/31/2023,$39.32,47396260,$38.93,$39.7299,$38.33
01/30/2023,$36.29,23596770,$36.75,$37.275,$36.22
01/27/2023,$37.95,21995380,$36.58,$38.24,$36.44
01/26/2023,$36.48,19558990,$36.99,$37.18,$36.23
01/25/2023,$36.32,13715600,$35.99,$36.55,$35.38
01/24/2023,$36.20,12072100,$36.00,$36.66,$35.82
01/23/2023,$36.44,17001890,$35.685,$36.595,$35.5275
01/20/2023,$35.35,17187160,$35.68,$36.01,$35.285
01/19/2023,$35.73,11403620,$35.65,$36.02,$35.13
01/18/2023,$36.44,11322680,$37.06,$37.53,$36.425
01/17/2023,$36.61,13916050,$36.50,$37.14,$36.21
01/13/2023,$36.51,21242760,$36.48,$36.73,$35.805
01/12/2023,$38.33,15318470,$38.14,$38.61,$37.83
01/11/2023,$37.82,15190330,$37.35,$38.11,$37.15
01/10/2023,$37.11,10280420,$36.14,$37.14,$35.895
01/09/2023,$35.92,11617950,$36.53,$36.84,$35.845
01/06/2023,$35.91,9783503,$34.69,$36.005,$34.55
01/05/2023,$35.00,11932040,$34.20,$35.435,$34.12
01/04/2023,$34.69,11326260,$34.29,$34.945,$34.09
01/03/2023,$33.82,11793320,$34.015,$34.34,$33.395
12/30/2022,$33.64,11807420,$33.33,$33.755,$33.23
12/29/2022,$33.67,11634860,$32.82,$33.675,$32.82
12/28/2022,$32.53,9550913,$33.32,$33.50,$32.515
12/27/2022,$33.32,9984440,$33.52,$33.75,$33.02
12/23/2022,$33.83,10619120,$33.68,$33.88,$33.18
12/22/2022,$33.53,20229780,$35.17,$35.18,$33.28
12/21/2022,$35.90,9959851,$35.72,$36.035,$35.47
12/20/2022,$35.20,10934300,$35.26,$35.585,$34.78
12/19/2022,$35.42,12247970,$36.28,$36.40,$35.36
12/16/2022,$36.15,27530540,$37.03,$37.20,$35.87
12/15/2022,$37.62,11295140,$37.79,$37.803,$37.19
12/14/2022,$38.36,11964570,$38.74,$39.09,$37.9601
12/13/2022,$38.77,12154530,$39.66,$40.01,$38.53
12/12/2022,$38.49,13873190,$38.32,$38.67,$38.0155
12/09/2022,$38.28,8865477,$37.85,$38.555,$37.78
12/08/2022,$38.20,8622465,$38.07,$38.26,$37.60
12/07/2022,$37.96,11613840,$37.665,$38.33,$37.56
12/06/2022,$38.02,12775520,$38.93,$39.09,$37.35
12/05/2022,$38.79,7633233,$39.47,$39.62,$38.685
12/02/2022,$39.90,9224083,$39.86,$40.14,$39.55
12/01/2022,$40.43,12335120,$40.77,$41.38,$40.415
11/30/2022,$40.56,14805940,$39.98,$40.56,$39.23
11/29/2022,$39.75,10582420,$39.62,$40.04,$39.54
11/28/2022,$39.38,19397850,$39.92,$40.37,$39.305
11/25/2022,$40.46,4615339,$39.81,$40.47,$39.81
11/23/2022,$40.11,9097035,$39.85,$40.1999,$39.57
11/22/2022,$39.97,8394359,$39.89,$40.27,$39.625
11/21/2022,$39.52,12281890,$39.44,$39.72,$39.00
11/18/2022,$39.77,22849200,$39.50,$39.99,$39.04
11/17/2022,$38.64,26006890,$38.03,$39.60,$37.4737
11/16/2022,$38.47,12032460,$39.75,$39.86,$38.47
11/15/2022,$40.24,12389970,$40.70,$41.37,$40.01
11/14/2022,$39.93,14968930,$41.01,$41.19,$39.925
11/11/2022,$41.12,13035210,$39.86,$41.575,$39.82
11/10/2022,$39.74,20197610,$39.15,$40.595,$38.86
11/09/2022,$38.06,10526170,$38.55,$38.87,$38.03
11/08/2022,$39.05,10946430,$39.47,$39.51,$38.51
11/07/2022,$39.39,11526870,$39.36,$39.47,$38.69
11/04/2022,$39.00,15089650,$39.39,$39.74,$38.46
11/03/2022,$38.51,12128580,$37.78,$38.745,$37.65
11/02/2022,$38.52,13331330,$39.22,$40.07,$38.46
11/01/2022,$39.35,10840620,$39.92,$40.10,$38.8501
10/31/2022,$39.25,13957690,$38.55,$39.655,$38.36
10/28/2022,$38.85,10459790,$38.20,$38.875,$38.09
10/27/2022,$38.16,13842620,$38.04,$38.64,$37.405
10/26/2022,$37.86,19645070,$37.36,$38.27,$37.18
10/25/2022,$37.01,25537480,$36.45,$37.48,$35.83
10/24/2022,$35.72,18575070,$34.91,$35.88,$34.46
10/21/2022,$35.00,14094680,$33.50,$35.01,$33.32
10/20/2022,$33.44,13579840,$33.74,$34.15,$33.14
10/19/2022,$33.63,10311290,$33.79,$34.19,$33.30
10/18/2022,$34.25,11144670,$34.78,$34.90,$33.98
10/17/2022,$33.57,10960480,$33.70,$33.95,$33.0601
10/14/2022,$32.89,11998870,$33.07,$33.22,$32.45
10/13/2022,$32.76,17199840,$31.29,$32.97,$31.27
10/12/2022,$32.20,10810590,$32.12,$32.5256,$31.60
10/11/2022,$32.09,16763870,$32.01,$32.87,$31.28
10/10/2022,$32.29,22996080,$32.38,$32.615,$31.105
10/07/2022,$33.62,11193910,$34.06,$34.258,$33.395
10/06/2022,$34.63,11435830,$34.58,$35.17,$34.38
10/05/2022,$34.84,18679450,$34.38,$35.015,$33.81
10/04/2022,$35.80,19811650,$34.20,$35.80,$33.92
