Date,Close/Last,Volume,Open,High,Low
05/03/2023,$126.74,4560081,$125.49,$128.38,$123.67
05/02/2023,$127.26,3831644,$127.15,$127.58,$125.165
05/01/2023,$127.92,4112782,$126.92,$128.68,$126.86
04/28/2023,$126.72,4421419,$125.15,$127.07,$124.96
04/27/2023,$125.70,4252135,$124.44,$126.01,$123.14
04/26/2023,$123.84,4003190,$124.21,$124.98,$123.29
04/25/2023,$124.66,4383342,$126.53,$126.77,$124.05
04/24/2023,$127.09,3790923,$125.51,$127.13,$125.145
04/21/2023,$125.53,3651389,$124.40,$125.68,$123.62
04/20/2023,$124.45,3891706,$124.80,$125.3513,$123.7085
04/19/2023,$125.67,3547598,$126.00,$126.075,$124.92
04/18/2023,$126.21,3857914,$127.23,$127.28,$125.015
04/17/2023,$126.19,3917912,$126.03,$126.48,$125.13
04/14/2023,$125.95,4828882,$127.00,$127.49,$125.49
04/13/2023,$126.43,5355297,$124.64,$126.6714,$124.46
04/12/2023,$123.66,4525132,$124.76,$124.8625,$123.221
04/11/2023,$123.30,4470956,$122.04,$124.08,$122.04
04/10/2023,$121.91,3731236,$119.30,$121.91,$119.13
04/06/2023,$120.22,4256901,$119.51,$120.49,$117.85
04/05/2023,$120.90,4331407,$123.00,$123.33,$120.56
04/04/2023,$123.69,5895258,$121.38,$123.945,$121.36
04/03/2023,$121.67,4838399,$122.50,$122.85,$120.82
03/31/2023,$122.64,5659422,$120.92,$122.71,$120.60
03/30/2023,$120.10,4578912,$121.03,$121.44,$119.335
03/29/2023,$120.49,5644018,$118.64,$120.57,$118.49
03/28/2023,$117.87,4461446,$117.95,$118.44,$116.85
03/27/2023,$117.81,6564242,$121.02,$121.07,$117.61
03/24/2023,$120.71,6163391,$120.23,$121.00,$119.315
03/23/2023,$120.97,7628073,$120.47,$123.27,$119.465
03/22/2023,$119.50,17625500,$123.66,$125.26,$119.33
03/21/2023,$125.61,15078780,$123.50,$126.06,$122.97
03/20/2023,$121.20,7594101,$120.99,$122.68,$119.81
03/17/2023,$120.39,12868910,$121.17,$121.73,$118.67
03/16/2023,$120.65,5661422,$116.86,$120.81,$116.6101
03/15/2023,$118.17,6599249,$116.32,$118.625,$115.81
03/14/2023,$119.00,6050822,$119.00,$119.49,$117.23
03/13/2023,$116.86,6038216,$115.82,$118.29,$115.79
03/10/2023,$117.49,5979635,$118.83,$118.99,$116.64
03/09/2023,$117.87,5635879,$120.08,$121.86,$117.55
03/08/2023,$119.86,4175226,$119.27,$120.04,$118.73
03/07/2023,$119.59,5345746,$120.20,$121.02,$119.23
03/06/2023,$120.17,5183814,$121.13,$121.99,$119.955
03/03/2023,$120.94,3871822,$120.13,$121.04,$119.02
03/02/2023,$119.58,4443207,$117.55,$119.96,$117.55
03/01/2023,$118.58,4120488,$117.95,$119.79,$117.83
02/28/2023,$118.79,8414063,$118.74,$120.40,$117.845
02/27/2023,$118.53,4240017,$119.26,$119.82,$118.32
02/24/2023,$118.04,4693002,$117.97,$118.74,$117.34
02/23/2023,$119.96,4101920,$120.76,$120.76,$118.55
02/22/2023,$119.90,5021991,$121.10,$121.395,$119.6375
02/21/2023,$121.10,5110256,$123.28,$124.00,$120.98
02/17/2023,$124.84,5161724,$123.71,$124.89,$123.435
02/16/2023,$124.38,4722184,$125.43,$127.21,$124.1101
02/15/2023,$127.48,5689700,$124.90,$127.50,$124.90
02/14/2023,$126.20,4845860,$123.95,$126.36,$123.74
02/13/2023,$125.15,5689778,$122.82,$125.72,$122.46
02/10/2023,$122.23,5195451,$121.51,$122.635,$120.54
